Round,Wk,Time,Home,Score,Away,Attendance,Venue,Referee,Match Report,Notes
Superettan,16,13:00 (07:00),Kalmar,,Utsikten,,Guldfågeln Arena,,Head-to-Head,
Superettan,16,15:00 (09:00),Örgryte,,Östersund,,Nya Gamla Ullevi,,Head-to-Head,
Superettan,16,15:00 (09:00),Falkenberg,,Landskrona,,Falcon Alkoholfri Arena,,Head-to-Head,
