Round,Wk,Time,Home,Score,Away,Attendance,Venue,Referee,Match Report,Notes
J1 League,23,19:00 (06:00),Urawa Reds,0–0,Avispa Fukuoka,33850,Saitama Stadium 2002,Koichiro Fukushima,Match Report,
