Round,Wk,Time,Home,xG,Score,xG.1,Away,Attendance,Venue,Referee,Match Report,Notes
Final,,18:00 (12:00),England eng,,,,es Spain,,St. Jakob-Park (Neutral Site),,Head-to-Head,
