player_id,player_url,Player,Nation,Pos,Squad,Age,Born,MP,Starts,Min,90s,Gls,Ast,G_plus_A,G_minusPK,PK,PKatt,CrdY,CrdR,Gls_per90,Ast_per90,G_plus_A_per90,G_minus_PK_per90,G_plus_A_minus_PK_per90,Matches
d46bbb7a,https://fbref.com/en/players/d46bbb7a/Katarina-Tarr,Katarina Tarr,us USA,DF,Thorns,26,1987,6,5,405,4.5,0,0,0,0,0,0,1,1,0,0,0,0,0,Matches
dc02c40a,https://fbref.com/en/players/dc02c40a/Jodie-Taylor,Jodie Taylor,eng ENG,FW,Spirit,27,1986,21,19,"1,727",19.2,11,2,13,11,0,0,1,0,0.57,0.1,0.68,0.57,0.68,Matches
ecfc6aea,https://fbref.com/en/players/ecfc6aea/Hanna-Terry,Hanna Terry,us USA,FW,Thorns,23,1990,2,0,8,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
dcc4b2fc,https://fbref.com/en/players/dcc4b2fc/Maddie-Thompson,Maddie Thompson,us USA,DF,Sky Blue FC,23,1990,2,1,96,1.1,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
8ea03aa0,https://fbref.com/en/players/8ea03aa0/Kika-Toulouse,Kika Toulouse,us USA,DF,Dash,24,1989,7,5,375,4.2,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
8443ab57,https://fbref.com/en/players/8443ab57/Erika-Tymrak,Erika Tymrak,us USA,"FW,MF",Kansas City,22,1991,21,18,"1,540",17.1,4,4,8,4,0,0,0,0,0.23,0.23,0.47,0.23,0.47,Matches
e6f4045e,https://fbref.com/en/players/e6f4045e/Rachel-Van-Hollebeke,Rachel Van Hollebeke,us USA,DF,Thorns,28,1985,12,9,835,9.3,0,1,1,0,0,0,1,0,0,0.11,0.11,0,0.11,Matches
86a68d1f,https://fbref.com/en/players/86a68d1f/Taylor-Vancil,Taylor Vancil,us USA,GK,Red Stars,22,1991,3,3,270,3,,,,,0,0,,,,,,,,Matches
03f7ad1b,https://fbref.com/en/players/03f7ad1b/Courtney-Verloo,Courtney Verloo,us USA,"DF,FW",WNY Flash,22,1991,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
2d298b13,https://fbref.com/en/players/2d298b13/Abby-Wambach,Abby Wambach,us USA,FW,WNY Flash,33,1980,10,10,835,9.3,6,4,10,6,0,0,1,0,0.65,0.43,1.08,0.65,1.08,Matches
a8646560,https://fbref.com/en/players/a8646560/Nikki-Washington,Nikki Washington,us USA,"FW,MF",Boston Breakers,25,1988,15,10,939,10.4,1,0,1,1,0,0,1,0,0.1,0,0.1,0.1,0.1,Matches
a8646560,https://fbref.com/en/players/a8646560/Nikki-Washington,Nikki Washington,us USA,"FW,MF",Dash,25,1988,3,3,247,2.7,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
0524b8ce,https://fbref.com/en/players/0524b8ce/Kealia-Watt,Kealia Watt,us USA,"FW,MF",Dash,22,1992,23,21,"1,817",20.2,4,1,5,4,0,0,1,0,0.2,0.05,0.25,0.2,0.25,Matches
323ed794,https://fbref.com/en/players/323ed794/Michele-Weissenhofer,Michele Weissenhofer,us USA,FW,Red Stars,26,1987,1,0,14,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
ae47c41f,https://fbref.com/en/players/ae47c41f/Courtney-Wetzel,Courtney Wetzel,us USA,"DF,MF",WNY Flash,24,1989,8,0,122,1.4,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
817f0d71,https://fbref.com/en/players/817f0d71/Cat-Whitehill,Cat Whitehill,us USA,DF,Boston Breakers,31,1982,24,24,"2,101",23.3,0,1,1,0,0,0,1,0,0,0.04,0.04,0,0.04,Matches
ccf22f56,https://fbref.com/en/players/ccf22f56/Lydia-Williams,Lydia Williams,au AUS,GK,WNY Flash,25,1988,14,14,"1,183",13.1,,,,,0,0,,,,,,,,Matches
fa5f81ac,https://fbref.com/en/players/fa5f81ac/Nia-Williams,Nia Williams,us USA,DF,Kansas City,23,1990,5,2,260,2.9,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
e06b483f,https://fbref.com/en/players/e06b483f/Kat-Williamson,Kat Williamson,us USA,DF,WNY Flash,24,1989,21,20,"1,699",18.9,0,0,0,0,0,0,2,0,0,0,0,0,0,Matches
10561425,https://fbref.com/en/players/10561425/Keelin-Winters,Keelin Winters,us USA,MF,Reign,25,1988,23,22,"1,963",21.8,3,0,3,3,0,0,5,0,0.14,0,0.14,0.14,0.14,Matches
ab32d8cc,https://fbref.com/en/players/ab32d8cc/Rachel-Wood,Rachel Wood,us USA,"DF,MF",Boston Breakers,23,1990,7,7,585,6.5,1,1,2,1,0,0,0,0,0.15,0.15,0.31,0.15,0.31,Matches
491d680f,https://fbref.com/en/players/491d680f/Kelsey-Wys,Kelsey Wys,us USA,GK,WNY Flash,22,1991,10,9,887,9.9,,,,,0,0,,,,,,,,Matches
c899177a,https://fbref.com/en/players/c899177a/Beverly-Yanez,Beverly Yanez,us USA,"FW,MF",Reign,25,1988,24,21,"1,736",19.3,5,4,9,5,0,0,1,0,0.26,0.21,0.47,0.26,0.47,Matches
19ade833,https://fbref.com/en/players/19ade833/McCall-Zerboni,McCall Zerboni,us USA,MF,WNY Flash,27,1986,24,23,"2,036",22.6,3,2,5,3,0,0,2,0,0.13,0.09,0.22,0.13,0.22,Matches
