player_id,player_url,Player,Nation,Pos,Squad,Born,MP,Starts,Min,90s,Gls,Ast,G_plus_A,G_minusPK,PK,PKatt,CrdY,CrdR,Gls_per90,Ast_per90,G_plus_A_per90,G_minus_PK_per90,G_plus_A_minus_PK_per90,Matches
beff85c7,https://fbref.com/en/players/beff85c7/Christie-Pearce,Christie Pearce,us USA,DF,Sky Blue FC,1975,20,20,"1,890",21,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
b6dd6c87,https://fbref.com/en/players/b6dd6c87/Veronica-Perez,Verónica Pérez,mx MEX,"DF,MF",WNY Flash,1988,22,11,1,0,1,,,1,0,0,0,0,90,,,90,,Matches
91b5f29b,https://fbref.com/en/players/91b5f29b/Ashley-Phillips,Ashley Phillips,us USA,GK,Boston Breakers,1986,11,11,945,10.5,,,,,0,0,,,,,,,,Matches
0a4ae280,https://fbref.com/en/players/0a4ae280/Conny-Pohlers,Conny Pohlers,de GER,FW,Spirit,1978,13,12,963,10.7,1,0,1,1,0,0,2,0,0.09,0,0.09,0.09,0.09,Matches
3d2972d6,https://fbref.com/en/players/3d2972d6/Toni-Pressley,Toni Pressley,us USA,DF,Spirit,1990,8,8,720,8,0,0,0,0,0,0,1,0,0,0,0,0,0,Matches
f451750d,https://fbref.com/en/players/f451750d/Rachel-Quon,Rachel Quon,ca CAN,DF,Red Stars,1991,19,16,"1,531",17,0,1,1,0,0,0,1,0,0,0.06,0.06,0,0.06,Matches
b4014164,https://fbref.com/en/players/b4014164/Casey-Ramirez,Casey Ramirez,us USA,DF,Thorns,1989,4,1,159,1.8,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
852e097b,https://fbref.com/en/players/852e097b/Nayeli-Rangel,Nayeli Rangel,mx MEX,MF,Sky Blue FC,1992,10,5,479,5.3,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
8b7ddf10,https://fbref.com/en/players/8b7ddf10/Megan-Rapinoe,Megan Rapinoe,us USA,"FW,MF",Reign,1985,12,11,"1,023",11.4,5,1,6,5,0,0,1,0,0.44,0.09,0.53,0.44,0.53,Matches
74f170fe,https://fbref.com/en/players/74f170fe/Elli-Reed,Elli Reed,us USA,"DF,MF",Reign,1989,17,17,"1,501",16.7,0,2,2,0,0,0,2,0,0,0.12,0.12,0,0.12,Matches
d6a5b17b,https://fbref.com/en/players/d6a5b17b/Katherine-Reynolds,Katherine Reynolds,us USA,DF,WNY Flash,1987,22,22,,0,2,,,2,0,0,2,0,,,,,,Matches
678d9d5c,https://fbref.com/en/players/678d9d5c/Julia-Roberts,Julia Roberts,us USA,MF,Spirit,1991,20,19,"1,613",17.9,0,0,0,0,0,0,1,0,0,0,0,0,0,Matches
029ef679,https://fbref.com/en/players/029ef679/Jodi-Ann-Robinson,Jodi-Ann Robinson,ca CAN,"FW,MF",WNY Flash,1989,13,0,1,0,0,,,0,0,0,1,0,0,,,0,,Matches
83e301b1,https://fbref.com/en/players/83e301b1/Jenny-Ruiz-Williams,Jenny Ruiz-Williams,mx MEX,"DF,MF",Reign,1983,7,4,388,4.3,0,0,0,0,0,0,1,2,0,0,0,0,0,Matches
63ab5332,https://fbref.com/en/players/63ab5332/Alex-Sahlen,Alex Sahlen,us USA,DF,WNY Flash,1982,18,18,,0,3,,,3,0,0,0,0,,,,,,Matches
3ad6a01a,https://fbref.com/en/players/3ad6a01a/Angela-Salem,Angela Salem,us USA,"FW,MF",WNY Flash,1988,21,20,,0,0,,,0,0,0,1,0,,,,,,Matches
94ce95e3,https://fbref.com/en/players/94ce95e3/Lianne-Sanderson,Lianne Sanderson,eng ENG,FW,Boston Breakers,1988,22,21,"1,913",21.3,5,7,12,5,0,1,0,0,0.24,0.33,0.56,0.24,0.56,Matches
7e391bd8,https://fbref.com/en/players/7e391bd8/Jackie-Santacaterina,Jackie Santacaterina,us USA,DF,Red Stars,1987,18,14,"1,316",14.6,3,1,4,3,0,0,1,0,0.21,0.07,0.27,0.21,0.27,Matches
2fc81abb,https://fbref.com/en/players/2fc81abb/Cecilia-Santiago,Cecilia Santiago,mx MEX,GK,Boston Breakers,1994,3,3,270,3,,,,,0,0,,,,,,,,Matches
d2612e86,https://fbref.com/en/players/d2612e86/Becky-Sauerbrunn,Becky Sauerbrunn,us USA,DF,Kansas City,1985,19,19,"1,710",19,0,1,1,0,0,0,0,0,0,0.05,0.05,0,0.05,Matches
e8f90dc9,https://fbref.com/en/players/e8f90dc9/Sophie-Schmidt,Sophie Schmidt,ca CAN,MF,Sky Blue FC,1988,19,18,"1,622",18,7,1,8,6,1,1,0,1,0.39,0.06,0.44,0.33,0.39,Matches
db2aac86,https://fbref.com/en/players/db2aac86/Katie-Schoepfer,Katie Schoepfer,us USA,FW,Boston Breakers,1988,20,14,"1,080",12,2,1,3,2,0,0,0,0,0.17,0.08,0.25,0.17,0.25,Matches
38c57ecb,https://fbref.com/en/players/38c57ecb/Desiree-Scott,Desiree Scott,ca CAN,MF,Kansas City,1987,20,20,"1,800",20,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
cac37055,https://fbref.com/en/players/cac37055/Lauren-Sesselmann,Lauren Sesselmann,ca CAN,"DF,FW",Kansas City,1983,19,19,"1,633",18.1,0,0,0,0,0,0,3,1,0,0,0,0,0,Matches
a2003d2d,https://fbref.com/en/players/a2003d2d/Meleana-Shim,Meleana Shim,us USA,MF,Thorns,1991,19,17,"1,416",15.7,5,2,7,5,0,0,1,0,0.32,0.13,0.44,0.32,0.44,Matches
ed318fb0,https://fbref.com/en/players/ed318fb0/Jessica-Shufelt,Jessica Shufelt,us USA,FW,Thorns,1990,4,0,31,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
aee12c52,https://fbref.com/en/players/aee12c52/Kyah-Simon,Kyah Simon,au AUS,"FW,MF",Boston Breakers,1991,17,11,"1,068",11.9,3,3,6,3,0,0,0,0,0.25,0.25,0.51,0.25,0.51,Matches
8d7667f4,https://fbref.com/en/players/8d7667f4/Christine-Sinclair,Christine Sinclair,ca CAN,"FW,MF",Thorns,1983,20,20,"1,783",19.8,8,2,10,6,2,2,2,0,0.4,0.1,0.5,0.3,0.4,Matches
396b5535,https://fbref.com/en/players/396b5535/Julianne-Sitch,Julianne Sitch,us USA,"DF,MF",Red Stars,1983,20,18,"1,577",17.5,1,4,5,1,0,0,1,0,0.06,0.23,0.29,0.06,0.29,Matches
88414ae7,https://fbref.com/en/players/88414ae7/Hope-Solo,Hope Solo,us USA,GK,Reign,1981,14,14,"1,260",14,,,,,0,0,,,,,,,,Matches
504f99ae,https://fbref.com/en/players/504f99ae/Jasmyne-Spencer,Jasmyne Spencer,us USA,"DF,FW",Spirit,1990,17,6,697,7.7,0,1,1,0,0,0,0,0,0,0.13,0.13,0,0.13,Matches
8778998e,https://fbref.com/en/players/8778998e/Pamela-Tajonar,Pamela Tajonar,mx MEX,GK,WNY Flash,1984,1,0,2,0,,,,,0,0,,,,,,,,Matches
05164191,https://fbref.com/en/players/05164191/Lindsay-Taylor,Lindsay Taylor,us USA,FW,Reign,1989,6,4,341,3.8,1,0,1,1,0,0,0,0,0.26,0,0.26,0.26,0.26,Matches
05164191,https://fbref.com/en/players/05164191/Lindsay-Taylor,Lindsay Taylor,us USA,FW,Spirit,1989,6,2,239,2.7,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
dcc4b2fc,https://fbref.com/en/players/dcc4b2fc/Maddie-Thompson,Maddie Thompson,us USA,DF,Sky Blue FC,1990,14,4,414,4.6,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
8ea03aa0,https://fbref.com/en/players/8ea03aa0/Kika-Toulouse,Kika Toulouse,us USA,DF,Spirit,1989,16,9,894,9.9,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
8443ab57,https://fbref.com/en/players/8443ab57/Erika-Tymrak,Erika Tymrak,us USA,"FW,MF",Kansas City,1991,21,16,"1,453",16.1,6,4,10,6,0,0,0,0,0.37,0.25,0.62,0.37,0.62,Matches
e6f4045e,https://fbref.com/en/players/e6f4045e/Rachel-Van-Hollebeke,Rachel Van Hollebeke,us USA,DF,Thorns,1985,20,20,"1,800",20,0,2,2,0,0,0,2,0,0,0.1,0.1,0,0.1,Matches
86a68d1f,https://fbref.com/en/players/86a68d1f/Taylor-Vancil,Taylor Vancil,us USA,GK,Red Stars,1991,6,6,540,6,,,,,0,0,,,,,,,,Matches
2d41fd00,https://fbref.com/en/players/2d41fd00/Lydia-Vandenbergh,Lydia Vandenbergh,au AUS,"DF,MF",Red Stars,1984,17,13,"1,195",13.3,0,2,2,0,0,0,1,0,0,0.15,0.15,0,0.15,Matches
2d298b13,https://fbref.com/en/players/2d298b13/Abby-Wambach,Abby Wambach,us USA,FW,WNY Flash,1980,19,19,"1,693",18.8,11,8,19,9,2,4,2,0,0.58,0.43,1.01,0.48,0.9,Matches
a8646560,https://fbref.com/en/players/a8646560/Nikki-Washington,Nikki Washington,us USA,"FW,MF",Thorns,1988,11,10,776,8.6,1,2,3,1,0,0,3,0,0.12,0.23,0.35,0.12,0.35,Matches
5bfa9f9d,https://fbref.com/en/players/5bfa9f9d/Tiffany-Weimer,Tiffany Weimer,us USA,FW,Thorns,1983,10,5,522,5.8,1,1,2,1,0,0,0,0,0.17,0.17,0.34,0.17,0.34,Matches
b74d4650,https://fbref.com/en/players/b74d4650/Ingrid-Wells,Ingrid Wells,us USA,MF,WNY Flash,1989,10,0,,0,0,,,0,0,0,0,0,,,,,,Matches
b74d4650,https://fbref.com/en/players/b74d4650/Ingrid-Wells,Ingrid Wells,us USA,MF,Spirit,1989,8,8,542,6,0,0,0,0,0,0,1,0,0,0,0,0,0,Matches
ae47c41f,https://fbref.com/en/players/ae47c41f/Courtney-Wetzel,Courtney Wetzel,us USA,"DF,MF",Thorns,1989,16,6,602,6.7,1,1,2,1,0,0,0,0,0.15,0.15,0.3,0.15,0.3,Matches
817f0d71,https://fbref.com/en/players/817f0d71/Cat-Whitehill,Cat Whitehill,us USA,DF,Boston Breakers,1982,22,22,"1,978",22,1,2,3,1,0,0,1,0,0.05,0.09,0.14,0.05,0.14,Matches
a901dadb,https://fbref.com/en/players/a901dadb/Rhian-Wilkinson,Rhian Wilkinson,ca CAN,"DF,FW",Boston Breakers,1982,14,11,913,10.1,2,1,3,2,0,0,1,0,0.2,0.1,0.3,0.2,0.3,Matches
53938d58,https://fbref.com/en/players/53938d58/Colleen-Williams,Colleen Williams,us USA,"FW,MF",Spirit,1991,6,2,129,1.4,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
fa5f81ac,https://fbref.com/en/players/fa5f81ac/Nia-Williams,Nia Williams,us USA,DF,Kansas City,1990,4,2,182,2,0,0,0,0,0,0,1,0,0,0,0,0,0,Matches
e06b483f,https://fbref.com/en/players/e06b483f/Kat-Williamson,Kat Williamson,us USA,DF,Thorns,1989,22,22,"1,944",21.6,0,0,0,0,0,0,1,0,0,0,0,0,0,Matches
10561425,https://fbref.com/en/players/10561425/Keelin-Winters,Keelin Winters,us USA,MF,Reign,1988,21,19,"1,709",19,1,1,2,1,0,0,1,0,0.05,0.05,0.11,0.05,0.11,Matches
ec7d9287,https://fbref.com/en/players/ec7d9287/Lisa-Marie-Woods,Lisa-Marie Woods,no NOR,MF,Boston Breakers,1984,4,1,68,0.8,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
520f40a6,https://fbref.com/en/players/520f40a6/Lupita-Worbis,Lupita Worbis,mx MEX,"FW,MF",Spirit,1983,11,5,403,4.5,1,1,2,1,0,0,0,0,0.22,0.22,0.45,0.22,0.45,Matches
2987d15d,https://fbref.com/en/players/2987d15d/Kimberly-Yokers,Kimberly Yokers,us USA,MF,WNY Flash,1982,3,2,,0,0,,,0,0,0,0,0,,,,,,Matches
19ade833,https://fbref.com/en/players/19ade833/McCall-Zerboni,McCall Zerboni,us USA,MF,WNY Flash,1986,20,20,"1,706",19,0,,,0,0,0,1,0,0,,,0,,Matches
7e2182b3,https://fbref.com/en/players/7e2182b3/Emily-Zurrer,Emily Zurrer,ca CAN,DF,Reign,1987,7,6,583,6.5,0,0,0,0,0,0,1,0,0,0,0,0,0,Matches
