match type,Day,Date,Time,Home,Score,Away,Attendance,Venue,Referee,Match Report,Match URL,Match ID
Regular Season,Sun,4/30/17,18:00,Sky Blue FC,1–0,Kansas City,"2,562",The Soccer/Lacrosse Stadium at Yurcak Fi...,Kevin Broadley,Match Report,https://fbref.com/en/matches/258598f2/Sky-Blue-FC-FC-Kansas-City-April-30-2017-NWSL,258598f2
Regular Season,Sat,5/6/17,15:00 (16:00),Red Stars,2–0,Dash,"2,114",Toyota Park,Katja Koroleva,Match Report,https://fbref.com/en/matches/9f6d6df5/Chicago-Red-Stars-Houston-Dash-May-6-2017-NWSL,9f6d6df5
Regular Season,Sat,5/6/17,19:00,Spirit,4–3,Sky Blue FC,"3,190",Maureen Hendricks Field at Maryland Socc...,Danielle Chesky,Match Report,https://fbref.com/en/matches/0d86f760/Washington-Spirit-Sky-Blue-FC-May-6-2017-NWSL,0d86f760
Regular Season,Sun,5/7/17,17:00 (18:00),Kansas City,1–1,Pride,"2,514",Swope Soccer Village Main Field,Marco Vega,Match Report,https://fbref.com/en/matches/11e0e304/FC-Kansas-City-Orlando-Pride-May-7-2017-NWSL,11e0e304
Regular Season,Sun,5/7/17,18:00,Boston Breakers,0–1,Courage,"2,276",Jordan Field,Malik Badawi,Match Report,https://fbref.com/en/matches/9fa14fb5/Boston-Breakers-North-Carolina-Courage-May-7-2017-NWSL,9fa14fb5
Regular Season,Sat,5/6/17,19:00 (22:00),Thorns,2–2,Reign,"16,160",Providence Park,Christina Unkel,Match Report,https://fbref.com/en/matches/2d9e0ef0/Portland-Thorns-FC-Seattle-Reign-FC-May-6-2017-NWSL,2d9e0ef0
Regular Season,Sat,5/13/17,13:00 (16:00),Reign,6–2,Spirit,"3,007",Seattle High School Memorial Stadium,Victor Rivas,Match Report,https://fbref.com/en/matches/40d29f66/Seattle-Reign-FC-Washington-Spirit-May-13-2017-NWSL,40d29f66
Regular Season,Sat,5/13/17,15:00 (16:00),Dash,1–3,Sky Blue FC,"5,369",BBVA Compass Stadium,Michael Radchuk,Match Report,https://fbref.com/en/matches/2f8861a3/Houston-Dash-Sky-Blue-FC-May-13-2017-NWSL,2f8861a3
Regular Season,Sat,5/13/17,15:00 (16:00),Kansas City,0–0,Thorns,"1,796",Swope Soccer Village Main Field,Karen Abt,Match Report,https://fbref.com/en/matches/beaa3276/FC-Kansas-City-Portland-Thorns-FC-May-13-2017-NWSL,beaa3276
Regular Season,Sun,5/14/17,17:00 (18:00),Red Stars,1–1,Boston Breakers,"1,827",Toyota Park,Luis Guardia,Match Report,https://fbref.com/en/matches/ba8ffe87/Chicago-Red-Stars-Boston-Breakers-May-14-2017-NWSL,ba8ffe87
Regular Season,Sun,5/14/17,17:00,Pride,3–1,Courage,"5,260",Orlando City Stadium,Jon Freemon,Match Report,https://fbref.com/en/matches/72856ea5/Orlando-Pride-North-Carolina-Courage-May-14-2017-NWSL,72856ea5
Regular Season,Fri,5/19/17,19:00,Boston Breakers,2–2,Thorns,"3,321",Jordan Field,Farhad Dadkho,Match Report,https://fbref.com/en/matches/169816e4/Boston-Breakers-Portland-Thorns-FC-May-19-2017-NWSL,169816e4
Regular Season,Sat,5/20/17,16:00,Sky Blue FC,2–1,Dash,"2,476",The Soccer/Lacrosse Stadium at Yurcak Fi...,Christina Unkel,Match Report,https://fbref.com/en/matches/aae24672/Sky-Blue-FC-Houston-Dash-May-20-2017-NWSL,aae24672
Regular Season,Sat,5/20/17,19:00,Spirit,0–1,Kansas City,"3,714",Maureen Hendricks Field at Maryland Socc...,Guido Gonzalez Jr.,Match Report,https://fbref.com/en/matches/6ff06b8e/Washington-Spirit-FC-Kansas-City-May-20-2017-NWSL,6ff06b8e
Regular Season,Sun,5/21/17,16:00,Courage,1–3,Red Stars,"4,786",WakeMed Soccer Park,Rosendo Mendoza,Match Report,https://fbref.com/en/matches/e1e5105f/North-Carolina-Courage-Chicago-Red-Stars-May-21-2017-NWSL,e1e5105f
Regular Season,Sun,5/21/17,18:30 (21:30),Reign,1–1,Pride,"4,037",Seattle High School Memorial Stadium,Tim Ford,Match Report,https://fbref.com/en/matches/625276de/Seattle-Reign-FC-Orlando-Pride-May-21-2017-NWSL,625276de
Regular Season,Wed,5/24/17,19:30,Courage,2–0,Sky Blue FC,"2,383",WakeMed Soccer Park,Kevin Broadley,Match Report,https://fbref.com/en/matches/cb36f524/North-Carolina-Courage-Sky-Blue-FC-May-24-2017-NWSL,cb36f524
Regular Season,Sat,5/27/17,15:00 (16:00),Red Stars,3–2,Courage,"2,618",Toyota Park,Becky Pagan,Match Report,https://fbref.com/en/matches/b8918216/Chicago-Red-Stars-North-Carolina-Courage-May-27-2017-NWSL,b8918216
Regular Season,Sat,5/27/17,15:00 (16:00),Dash,0–2,Reign,"5,312",BBVA Compass Stadium,Karen Abt,Match Report,https://fbref.com/en/matches/554b360b/Houston-Dash-Seattle-Reign-FC-May-27-2017-NWSL,554b360b
Regular Season,Sat,5/27/17,19:00,Sky Blue FC,2–1,Pride,"3,451",The Soccer/Lacrosse Stadium at Yurcak Fi...,Robi Hullner,Match Report,https://fbref.com/en/matches/6245629c/Sky-Blue-FC-Orlando-Pride-May-27-2017-NWSL,6245629c
Regular Season,Sat,5/27/17,19:00 (20:00),Kansas City,3–2,Spirit,"1,728",Swope Soccer Village Main Field,Rosendo Mendoza,Match Report,https://fbref.com/en/matches/18fdb801/FC-Kansas-City-Washington-Spirit-May-27-2017-NWSL,18fdb801
Regular Season,Sat,5/27/17,19:00 (22:00),Thorns,2–0,Boston Breakers,"18,637",Providence Park,Katja Koroleva,Match Report,https://fbref.com/en/matches/83e9f6cd/Portland-Thorns-FC-Boston-Breakers-May-27-2017-NWSL,83e9f6cd
Regular Season,Sat,6/3/17,15:30,Courage,2–0,Kansas City,"3,717",WakeMed Soccer Park,Christina Unkel,Match Report,https://fbref.com/en/matches/391bfb7d/North-Carolina-Courage-FC-Kansas-City-June-3-2017-NWSL,391bfb7d
Regular Season,Sat,6/3/17,19:00,Sky Blue FC,0–2,Thorns,"2,418",The Soccer/Lacrosse Stadium at Yurcak Fi...,Marco Vega,Match Report,https://fbref.com/en/matches/49e5362d/Sky-Blue-FC-Portland-Thorns-FC-June-3-2017-NWSL,49e5362d
Regular Season,Sat,6/3/17,19:00,Spirit,2–0,Dash,"3,096",Maureen Hendricks Field at Maryland Socc...,Victor Rivas,Match Report,https://fbref.com/en/matches/34a9f7eb/Washington-Spirit-Houston-Dash-June-3-2017-NWSL,34a9f7eb
Regular Season,Sat,6/3/17,19:30,Pride,2–0,Boston Breakers,"5,185",Orlando City Stadium,Karen Abt,Match Report,https://fbref.com/en/matches/e493bc1b/Orlando-Pride-Boston-Breakers-June-3-2017-NWSL,e493bc1b
Regular Season,Sun,6/4/17,14:00 (15:00),Red Stars,1–0,Reign,"3,147",Toyota Park,Malik Badawi,Match Report,https://fbref.com/en/matches/78894a6f/Chicago-Red-Stars-Seattle-Reign-FC-June-4-2017-NWSL,78894a6f
Regular Season,Sat,6/17/17,14:30 (15:30),Red Stars,1–1,Spirit,"3,189",Toyota Park,Marie-Soleil Beaudoin,Match Report,https://fbref.com/en/matches/eaf0b116/Chicago-Red-Stars-Washington-Spirit-June-17-2017-NWSL,eaf0b116
Regular Season,Sat,6/17/17,19:30,Courage,3–1,Boston Breakers,"3,780",WakeMed Soccer Park,Carol-Anne Chenard,Match Report,https://fbref.com/en/matches/ba381725/North-Carolina-Courage-Boston-Breakers-June-17-2017-NWSL,ba381725
Regular Season,Sat,6/17/17,19:00 (22:00),Thorns,1–3,Sky Blue FC,"16,736",Providence Park,Tim Ford,Match Report,https://fbref.com/en/matches/acf83533/Portland-Thorns-FC-Sky-Blue-FC-June-17-2017-NWSL,acf83533
Regular Season,Sat,6/17/17,19:00 (20:00),Kansas City,2–2,Reign,"1,891",Swope Soccer Village Main Field,Farhad Dadkho,Match Report,https://fbref.com/en/matches/5ada410d/FC-Kansas-City-Seattle-Reign-FC-June-17-2017-NWSL,5ada410d
Regular Season,Sat,6/17/17,19:30 (20:30),Dash,2–4,Pride,"5,918",BBVA Compass Stadium,Becky Pagan,Match Report,https://fbref.com/en/matches/21aac0ca/Houston-Dash-Orlando-Pride-June-17-2017-NWSL,21aac0ca
Regular Season,Sat,6/24/17,15:30,Pride,0–2,Dash,"5,497",Orlando City Stadium,Marco Vega,Match Report,https://fbref.com/en/matches/02765e6d/Orlando-Pride-Houston-Dash-June-24-2017-NWSL,02765e6d
Regular Season,Sat,6/24/17,16:00,Boston Breakers,0–1,Courage,"3,209",Jordan Field,Rosendo Mendoza,Match Report,https://fbref.com/en/matches/bc4d18e2/Boston-Breakers-North-Carolina-Courage-June-24-2017-NWSL,bc4d18e2
Regular Season,Sat,6/24/17,19:00,Spirit,1–0,Thorns,"4,319",Maureen Hendricks Field at Maryland Socc...,Robinson Khongsai,Match Report,https://fbref.com/en/matches/14d766d0/Washington-Spirit-Portland-Thorns-FC-June-24-2017-NWSL,14d766d0
Regular Season,Sun,6/25/17,17:00 (18:00),Red Stars,2–1,Sky Blue FC,"3,720",Toyota Park,Karen Abt,Match Report,https://fbref.com/en/matches/563b9572/Chicago-Red-Stars-Sky-Blue-FC-June-25-2017-NWSL,563b9572
Regular Season,Sat,6/24/17,19:00 (22:00),Reign,1–1,Kansas City,"3,919",Seattle High School Memorial Stadium,Katja Koroleva,Match Report,https://fbref.com/en/matches/d1f5bba9/Seattle-Reign-FC-FC-Kansas-City-June-24-2017-NWSL,d1f5bba9
Regular Season,Wed,6/28/17,19:00,Sky Blue FC,2–3,Pride,"3,065",The Soccer/Lacrosse Stadium at Yurcak Fi...,Robinson Khongsai,Match Report,https://fbref.com/en/matches/c919bc72/Sky-Blue-FC-Orlando-Pride-June-28-2017-NWSL,c919bc72
Regular Season,Wed,6/28/17,19:00 (22:00),Thorns,3–0,Kansas City,"16,199",Providence Park,Chipalo Street,Match Report,https://fbref.com/en/matches/94916b48/Portland-Thorns-FC-FC-Kansas-City-June-28-2017-NWSL,94916b48
Regular Season,Wed,6/28/17,19:30 (22:30),Reign,2–1,Red Stars,"3,586",Seattle High School Memorial Stadium,Chris Spivey,Match Report,https://fbref.com/en/matches/d6daa6a9/Seattle-Reign-FC-Chicago-Red-Stars-June-28-2017-NWSL,d6daa6a9
Regular Season,Wed,6/28/17,20:00 (21:00),Dash,0–0,Boston Breakers,"6,095",BBVA Compass Stadium,Kevin Broadley,Match Report,https://fbref.com/en/matches/8aa2a6b5/Houston-Dash-Boston-Breakers-June-28-2017-NWSL,8aa2a6b5
Regular Season,Sat,7/1/17,15:30,Courage,0–1,Sky Blue FC,"3,056",WakeMed Soccer Park,Greg Dopka,Match Report,https://fbref.com/en/matches/20f76f42/North-Carolina-Courage-Sky-Blue-FC-July-1-2017-NWSL,20f76f42
Regular Season,Sat,7/1/17,16:00,Boston Breakers,1–0,Spirit,"2,523",Jordan Field,Elvis Osmanovic,Match Report,https://fbref.com/en/matches/9f3f16bd/Boston-Breakers-Washington-Spirit-July-1-2017-NWSL,9f3f16bd
Regular Season,Sat,7/1/17,17:00,Pride,0–1,Red Stars,"5,476",Orlando City Stadium,Guido Gonzalez Jr.,Match Report,https://fbref.com/en/matches/440a6ec7/Orlando-Pride-Chicago-Red-Stars-July-1-2017-NWSL,440a6ec7
Regular Season,Sat,7/1/17,19:30 (22:30),Reign,2–0,Thorns,"4,270",Seattle High School Memorial Stadium,Jon Freemon,Match Report,https://fbref.com/en/matches/66a2ae77/Seattle-Reign-FC-Portland-Thorns-FC-July-1-2017-NWSL,66a2ae77
Regular Season,Sun,7/2/17,19:00 (20:00),Kansas City,1–2,Dash,"1,703",Swope Soccer Village Main Field,Karen Abt,Match Report,https://fbref.com/en/matches/127db480/FC-Kansas-City-Houston-Dash-July-2-2017-NWSL,127db480
Regular Season,Fri,7/7/17,19:00,Boston Breakers,0–0,Red Stars,"2,435",Jordan Field,Robinson Khongsai,Match Report,https://fbref.com/en/matches/8b6d410c/Boston-Breakers-Chicago-Red-Stars-July-7-2017-NWSL,8b6d410c
Regular Season,Sat,7/8/17,15:30,Spirit,2–2,Pride,"5,200",Maureen Hendricks Field at Maryland Socc...,Henrik Karlsson,Match Report,https://fbref.com/en/matches/0e9d2a77/Washington-Spirit-Orlando-Pride-July-8-2017-NWSL,0e9d2a77
Regular Season,Sat,7/8/17,19:00,Sky Blue FC,3–2,Kansas City,"2,091",The Soccer/Lacrosse Stadium at Yurcak Fi...,Amber O'Connor,Match Report,https://fbref.com/en/matches/0df8900f/Sky-Blue-FC-FC-Kansas-City-July-8-2017-NWSL,0df8900f
Regular Season,Sat,7/8/17,21:00 (22:00),Dash,1–1,Thorns,"3,869",BBVA Compass Stadium,Christina Unkel,Match Report,https://fbref.com/en/matches/56cb2952/Houston-Dash-Portland-Thorns-FC-July-8-2017-NWSL,56cb2952
Regular Season,Sat,7/8/17,21:30,Courage,2–0,Reign,"3,565",WakeMed Soccer Park,Matthew Franz,Match Report,https://fbref.com/en/matches/1193750f/North-Carolina-Courage-Seattle-Reign-FC-July-8-2017-NWSL,1193750f
Regular Season,Sat,7/15/17,12:30 (15:30),Thorns,1–0,Courage,"16,804",Providence Park,Katja Koroleva,Match Report,https://fbref.com/en/matches/08f400cf/Portland-Thorns-FC-North-Carolina-Courage-July-15-2017-NWSL,08f400cf
Regular Season,Sat,7/15/17,19:00,Sky Blue FC,2–2,Red Stars,"2,529",The Soccer/Lacrosse Stadium at Yurcak Fi...,Robi Hullner,Match Report,https://fbref.com/en/matches/b583fc1c/Sky-Blue-FC-Chicago-Red-Stars-July-15-2017-NWSL,b583fc1c
Regular Season,Sat,7/15/17,19:30,Pride,4–1,Kansas City,"6,073",Orlando City Stadium,Greg Dopka,Match Report,https://fbref.com/en/matches/48a4cf5c/Orlando-Pride-FC-Kansas-City-July-15-2017-NWSL,48a4cf5c
Regular Season,Sat,7/15/17,19:00 (22:00),Reign,1–1,Boston Breakers,"3,730",Seattle High School Memorial Stadium,Ramy Touchan,Match Report,https://fbref.com/en/matches/55034c4e/Seattle-Reign-FC-Boston-Breakers-July-15-2017-NWSL,55034c4e
Regular Season,Sat,7/15/17,19:30 (20:30),Dash,2–1,Spirit,"3,332",BBVA Compass Stadium,Chris Spivey,Match Report,https://fbref.com/en/matches/3166599e/Houston-Dash-Washington-Spirit-July-15-2017-NWSL,3166599e
Regular Season,Sat,7/22/17,14:30 (15:30),Red Stars,2–1,Pride,"4,742",Toyota Park,Farhad Dadkho,Match Report,https://fbref.com/en/matches/df22842d/Chicago-Red-Stars-Orlando-Pride-July-22-2017-NWSL,df22842d
Regular Season,Sat,7/22/17,19:00 (22:00),Reign,5–4,Sky Blue FC,"4,464",Seattle High School Memorial Stadium,Greg Dopka,Match Report,https://fbref.com/en/matches/2682e8f7/Seattle-Reign-FC-Sky-Blue-FC-July-22-2017-NWSL,2682e8f7
Regular Season,Sat,7/22/17,19:00 (22:00),Thorns,2–1,Spirit,"18,478",Providence Park,Michael Radchuk,Match Report,https://fbref.com/en/matches/aacb507b/Portland-Thorns-FC-Washington-Spirit-July-22-2017-NWSL,aacb507b
Regular Season,Sat,7/22/17,19:30 (20:30),Dash,1–0,Boston Breakers,"5,337",BBVA Compass Stadium,Reyna Fonseca,Match Report,https://fbref.com/en/matches/a72ceab9/Houston-Dash-Boston-Breakers-July-22-2017-NWSL,a72ceab9
Regular Season,Fri,8/4/17,19:00,Boston Breakers,2–2,Kansas City,"2,510",Jordan Field,Lorant Varga,Match Report,https://fbref.com/en/matches/3534d09f/Boston-Breakers-FC-Kansas-City-August-4-2017-NWSL,3534d09f
Regular Season,Fri,8/4/17,19:00,Sky Blue FC,1–4,Spirit,"2,496",The Soccer/Lacrosse Stadium at Yurcak Fi...,Gustavo Solorio,Match Report,https://fbref.com/en/matches/fb592d13/Sky-Blue-FC-Washington-Spirit-August-4-2017-NWSL,fb592d13
Regular Season,Sat,8/5/17,11:00 (14:00),Thorns,2–1,Dash,"18,243",Providence Park,Karen Abt,Match Report,https://fbref.com/en/matches/13ecb249/Portland-Thorns-FC-Houston-Dash-August-5-2017-NWSL,13ecb249
Regular Season,Sat,8/5/17,19:30,Pride,1–1,Red Stars,"5,667",Orlando City Stadium,Katja Koroleva,Match Report,https://fbref.com/en/matches/83cce59c/Orlando-Pride-Chicago-Red-Stars-August-5-2017-NWSL,83cce59c
Regular Season,Sat,8/5/17,19:30,Courage,1–0,Reign,"5,249",WakeMed Soccer Park,Elvis Osmanovic,Match Report,https://fbref.com/en/matches/b9ef73c0/North-Carolina-Courage-Seattle-Reign-FC-August-5-2017-NWSL,b9ef73c0
Regular Season,Tue,8/8/17,19:30,Pride,3–0,Spirit,"4,273",Orlando City Stadium,Christina Unkel,Match Report,https://fbref.com/en/matches/04a87c26/Orlando-Pride-Washington-Spirit-August-8-2017-NWSL,04a87c26
Regular Season,Thu,8/10/17,19:00 (20:00),Kansas City,0–1,Courage,"1,398",Swope Soccer Village Main Field,Jose Lara,Match Report,https://fbref.com/en/matches/edd08e31/FC-Kansas-City-North-Carolina-Courage-August-10-2017-NWSL,edd08e31
Regular Season,Sat,8/12/17,15:30,Spirit,2–2,Boston Breakers,"3,722",Maureen Hendricks Field at Maryland Socc...,Robinson Khongsai,Match Report,https://fbref.com/en/matches/37d5d942/Washington-Spirit-Boston-Breakers-August-12-2017-NWSL,37d5d942
Regular Season,Sat,8/12/17,19:00 (20:00),Red Stars,2–3,Thorns,"4,934",Toyota Park,Greg Dopka,Match Report,https://fbref.com/en/matches/4f0323c2/Chicago-Red-Stars-Portland-Thorns-FC-August-12-2017-NWSL,4f0323c2
Regular Season,Sat,8/12/17,20:30,Pride,5–0,Sky Blue FC,"5,243",Orlando City Stadium,Elvis Osmanovic,Match Report,https://fbref.com/en/matches/2ac3cfd3/Orlando-Pride-Sky-Blue-FC-August-12-2017-NWSL,2ac3cfd3
Regular Season,Sun,8/13/17,18:00 (21:00),Reign,1–2,Courage,"4,156",Seattle High School Memorial Stadium,Karen Abt,Match Report,https://fbref.com/en/matches/c7123f09/Seattle-Reign-FC-North-Carolina-Courage-August-13-2017-NWSL,c7123f09
Regular Season,Sun,8/13/17,19:30 (20:30),Dash,0–1,Kansas City,"4,352",BBVA Compass Stadium,Robi Hullner,Match Report,https://fbref.com/en/matches/eb456c25/Houston-Dash-FC-Kansas-City-August-13-2017-NWSL,eb456c25
Regular Season,Wed,8/16/17,19:30,Boston Breakers,1–3,Dash,"3,003",Jordan Field,Matthew Franz,Match Report,https://fbref.com/en/matches/e265026c/Boston-Breakers-Houston-Dash-August-16-2017-NWSL,e265026c
Regular Season,Wed,8/16/17,19:00 (20:00),Red Stars,1–2,Reign,"2,876",Toyota Park,Robinson Khongsai,Match Report,https://fbref.com/en/matches/ef2c6549/Chicago-Red-Stars-Seattle-Reign-FC-August-16-2017-NWSL,ef2c6549
Regular Season,Wed,8/16/17,21:00 (22:00),Kansas City,2–1,Thorns,428,Swope Soccer Village Main Field,Marco Vega,Match Report,https://fbref.com/en/matches/f8de4250/FC-Kansas-City-Portland-Thorns-FC-August-16-2017-NWSL,f8de4250
Regular Season,Sat,8/19/17,15:30,Courage,2–0,Spirit,"3,530",WakeMed Soccer Park,Elvis Osmanovic,Match Report,https://fbref.com/en/matches/1f835c73/North-Carolina-Courage-Washington-Spirit-August-19-2017-NWSL,1f835c73
Regular Season,Sat,8/19/17,16:00,Boston Breakers,1–2,Pride,"4,321",Jordan Field,Gustavo Solorio,Match Report,https://fbref.com/en/matches/6cf91083/Boston-Breakers-Orlando-Pride-August-19-2017-NWSL,6cf91083
Regular Season,Sat,8/19/17,19:00,Sky Blue FC,5–4,Reign,"3,325",The Soccer/Lacrosse Stadium at Yurcak Fi...,Chris Spivey,Match Report,https://fbref.com/en/matches/2818ce94/Sky-Blue-FC-Seattle-Reign-FC-August-19-2017-NWSL,2818ce94
Regular Season,Sun,8/20/17,17:00 (18:00),Red Stars,1–3,Kansas City,"3,314",Toyota Park,Karen Abt,Match Report,https://fbref.com/en/matches/5798634c/Chicago-Red-Stars-FC-Kansas-City-August-20-2017-NWSL,5798634c
Regular Season,Sat,8/19/17,19:00 (22:00),Thorns,2–0,Dash,"19,672",Providence Park,Christina Unkel,Match Report,https://fbref.com/en/matches/5c6f66f8/Portland-Thorns-FC-Houston-Dash-August-19-2017-NWSL,5c6f66f8
Regular Season,Sat,8/26/17,13:00 (16:00),Reign,1–2,Thorns,"6,041",Seattle High School Memorial Stadium,Farhad Dadkho,Match Report,https://fbref.com/en/matches/b1d44080/Seattle-Reign-FC-Portland-Thorns-FC-August-26-2017-NWSL,b1d44080
Regular Season,Sat,8/26/17,14:30 (15:30),Kansas City,1–2,Pride,"2,812",Swope Soccer Village Main Field,Robinson Khongsai,Match Report,https://fbref.com/en/matches/8cd6d492/FC-Kansas-City-Orlando-Pride-August-26-2017-NWSL,8cd6d492
Regular Season,Sat,8/26/17,19:00,Sky Blue FC,1–0,Boston Breakers,"2,244",The Soccer/Lacrosse Stadium at Yurcak Fi...,Christina Unkel,Match Report,https://fbref.com/en/matches/2f3dc8f1/Sky-Blue-FC-Boston-Breakers-August-26-2017-NWSL,2f3dc8f1
Regular Season,Sat,8/26/17,19:00,Spirit,1–2,Red Stars,"3,469",Maureen Hendricks Field at Maryland Socc...,Kevin Broadley,Match Report,https://fbref.com/en/matches/e12b3240/Washington-Spirit-Chicago-Red-Stars-August-26-2017-NWSL,e12b3240
Regular Season,Wed,8/30/17,19:30,Spirit,2–3,Courage,"2,365",Maureen Hendricks Field at Maryland Socc...,Amber O'Connor,Match Report,https://fbref.com/en/matches/cb78b384/Washington-Spirit-North-Carolina-Courage-August-30-2017-NWSL,cb78b384
Regular Season,Sat,9/2/17,12:30 (15:30),Thorns,4–0,Spirit,"19,141",Providence Park,Katja Koroleva,Match Report,https://fbref.com/en/matches/f4ef0410/Portland-Thorns-FC-Washington-Spirit-September-2-2017-NWSL,f4ef0410
Regular Season,Sat,9/2/17,19:30,Pride,4–2,Boston Breakers,"5,413",Orlando City Stadium,Kevin Broadley,Match Report,https://fbref.com/en/matches/65cf244a/Orlando-Pride-Boston-Breakers-September-2-2017-NWSL,65cf244a
Regular Season,Sun,9/3/17,17:00 (18:00),Kansas City,4–1,Sky Blue FC,"1,571",Swope Soccer Village Main Field,Luis Guardia,Match Report,https://fbref.com/en/matches/e12416e1/FC-Kansas-City-Sky-Blue-FC-September-3-2017-NWSL,e12416e1
Regular Season,Sun,9/3/17,17:00 (18:00),Red Stars,2–1,Courage,"3,745",Toyota Park,Lukasz Szpala,Match Report,https://fbref.com/en/matches/678925e4/Chicago-Red-Stars-North-Carolina-Courage-September-3-2017-NWSL,678925e4
Regular Season,Sun,9/3/17,19:00 (20:00),Dash,0–1,Reign,"1,258",BBVA Compass Stadium,Rosendo Mendoza,Match Report,https://fbref.com/en/matches/f1a2a96d/Houston-Dash-Seattle-Reign-FC-September-3-2017-NWSL,f1a2a96d
Regular Season,Thu,9/7/17,20:00,Pride,1–1,Reign,"4,341",Orlando City Stadium,Daniel Gutierrez,Match Report,https://fbref.com/en/matches/50ef46e1/Orlando-Pride-Seattle-Reign-FC-September-7-2017-NWSL,50ef46e1
Regular Season,Sat,9/9/17,14:30 (15:30),Kansas City,0–0,Red Stars,963,Swope Soccer Village Main Field,Michael Radchuk,Match Report,https://fbref.com/en/matches/3dfd780a/FC-Kansas-City-Chicago-Red-Stars-September-9-2017-NWSL,3dfd780a
Regular Season,Sat,9/9/17,19:30,Courage,1–0,Dash,"4,702",WakeMed Soccer Park,Karen Abt,Match Report,https://fbref.com/en/matches/f4967720/North-Carolina-Courage-Houston-Dash-September-9-2017-NWSL,f4967720
Regular Season,Sun,9/10/17,18:00,Boston Breakers,0–1,Thorns,"3,015",Jordan Field,Robinson Khongsai,Match Report,https://fbref.com/en/matches/1fcb0c10/Boston-Breakers-Portland-Thorns-FC-September-10-2017-NWSL,1fcb0c10
