match type,Day,Date,Time,Home,xg_home,Score,xg_away,Away,Attendance,Venue,Referee,Match Report,Match URL,Match ID
Regular Season,Sat,7/6/19,19:00 (20:00),Red Stars,2.6,1–2,1.6,Sky Blue FC,"2,374",SeatGeek Stadium,Samantha Martinez,Match Report,https://fbref.com/en/matches/51020dea/Chicago-Red-Stars-Sky-Blue-FC-July-6-2019-NWSL,51020dea
Regular Season,Fri,7/12/19,19:30,Sky Blue FC,1.5,1–0,0.8,Royals,"1,842",The Soccer/Lacrosse Stadium at Yurcak Fi...,Karen Abt,Match Report,https://fbref.com/en/matches/8f3fbf96/Sky-Blue-FC-Utah-Royals-FC-July-12-2019-NWSL,8f3fbf96
Regular Season,Sat,7/13/19,19:00,Courage,1.8,2–0,0.4,Reign,"6,216",Sahlen's Stadium at WakeMed Soccer Park,Tori Penso,Match Report,https://fbref.com/en/matches/78fac894/North-Carolina-Courage-Reign-FC-July-13-2019-NWSL,78fac894
Regular Season,Sun,7/14/19,12:00 (15:00),Thorns,2.9,4–3,0.5,Pride,"18,909",Providence Park,Matthew Franz,Match Report,https://fbref.com/en/matches/efcbf7b7/Portland-Thorns-FC-Orlando-Pride-July-14-2019-NWSL,efcbf7b7
Regular Season,Sat,7/13/19,19:30 (20:30),Dash,0.5,0–1,0.3,Red Stars,"5,327",BBVA Stadium,Guido Gonzalez Jr.,Match Report,https://fbref.com/en/matches/2b75137d/Houston-Dash-Chicago-Red-Stars-July-13-2019-NWSL,2b75137d
Regular Season,Sat,7/20/19,19:30,Pride,2.1,1–0,0.4,Sky Blue FC,"9,415",Exploria Stadium,Robinson Khongsai,Match Report,https://fbref.com/en/matches/dbbdb47c/Orlando-Pride-Sky-Blue-FC-July-20-2019-NWSL,dbbdb47c
Regular Season,Fri,7/19/19,20:00 (22:00),Royals,1.9,2–2,0.2,Thorns,"15,931",Rio Tinto Stadium,Elvis Osmanovic,Match Report,https://fbref.com/en/matches/4f5b874c/Utah-Royals-FC-Portland-Thorns-FC-July-19-2019-NWSL,4f5b874c
Regular Season,Sun,7/21/19,17:00 (18:00),Red Stars,1.7,2–1,3.2,Courage,"17,388",SeatGeek Stadium,Luis Guardia,Match Report,https://fbref.com/en/matches/e133d584/Chicago-Red-Stars-North-Carolina-Courage-July-21-2019-NWSL,e133d584
Regular Season,Sat,7/20/19,20:00,Spirit,1.6,1–2,0.9,Dash,"5,500",Maureen Hendricks Field Maryland SoccerP...,Karen Abt,Match Report,https://fbref.com/en/matches/6c56c1c8/Washington-Spirit-Houston-Dash-July-20-2019-NWSL,6c56c1c8
Regular Season,Wed,7/24/19,19:30,Sky Blue FC,0.3,0–1,1.3,Spirit,"5,003",The Soccer/Lacrosse Stadium at Yurcak Fi...,Jasmine Peralta,Match Report,https://fbref.com/en/matches/38048580/Sky-Blue-FC-Washington-Spirit-July-24-2019-NWSL,38048580
Regular Season,Wed,7/24/19,19:30 (22:30),Thorns,3.6,5–0,0.8,Dash,"22,329",Providence Park,Malik Badawi,Match Report,https://fbref.com/en/matches/125df7bb/Portland-Thorns-FC-Houston-Dash-July-24-2019-NWSL,125df7bb
Regular Season,Sun,7/28/19,13:00 (16:00),Reign,2,0–4,2.4,Red Stars,"7,479",Cheney Stadium,Tim Ford,Match Report,https://fbref.com/en/matches/01cdf2c9/Reign-FC-Chicago-Red-Stars-July-28-2019-NWSL,01cdf2c9
Regular Season,Sat,7/27/19,20:00 (22:00),Royals,0.4,1–2,1.1,Courage,"10,545",Rio Tinto Stadium,Mark Allatin,Match Report,https://fbref.com/en/matches/f7ea6cf4/Utah-Royals-FC-North-Carolina-Courage-July-27-2019-NWSL,f7ea6cf4
Regular Season,Sun,7/28/19,19:30 (20:30),Dash,1.8,1–0,0.5,Sky Blue FC,"3,510",BBVA Stadium,Becky Pagan,Match Report,https://fbref.com/en/matches/3e2273da/Houston-Dash-Sky-Blue-FC-July-28-2019-NWSL,3e2273da
Regular Season,Fri,8/2/19,18:00 (19:00),Dash,1.6,0–1,0.9,Reign,"3,621",BBVA Stadium,Ismir Pekmic,Match Report,https://fbref.com/en/matches/a0c570ff/Houston-Dash-Reign-FC-August-2-2019-NWSL,a0c570ff
Regular Season,Fri,8/2/19,19:00,Courage,2.5,1–0,0.7,Spirit,"4,393",Sahlen's Stadium at WakeMed Soccer Park,Gustavo Solorio,Match Report,https://fbref.com/en/matches/3903be81/North-Carolina-Courage-Washington-Spirit-August-2-2019-NWSL,3903be81
