Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Shot Stopping,Shot Stopping,Shot Stopping,Shot Stopping
Player,Nation,Age,Min,SoTA,GA,Saves,Save%
Bianca Henninger,mx MEX,23-302,,7,1,5,85.7
Erin McLeod,ca CAN,31-175,,0,0,0,
