Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Shot Stopping,Shot Stopping,Shot Stopping,Shot Stopping
Player,Nation,Age,Min,SoTA,GA,Saves,Save%
Haley Kopmeyer,us USA,26-011,44,2,1,1,50.0
Andi Tostanoski,us USA,21-315,46,9,2,7,77.8
