Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Shot Stopping,Shot Stopping,Shot Stopping,Shot Stopping
Player,Nation,Age,Min,SoTA,GA,Saves,Save%
Adrianna Franch,us USA,22-251,87,6,0,6,100.0
Pamela Tajonar,mx MEX,28-231,3,0,0,0,
