Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Shot Stopping,Shot Stopping,Shot Stopping,Shot Stopping
Player,Nation,Age,Min,SoTA,GA,Saves,Save%
Abby Smith,us USA,22-216,32,1,0,1,100.0
Libby Stout,us USA,25-326,58,4,1,3,75.0
